动物名称,动物简介,动物图片,动物声音
大象,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/11_elephant%E5%A4%A7%E8%B1%A1.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A54Z%2F-1%2F%2F79970cc177ed4c33e3986ae432ed08a13491da46154c4687228a3f6fff766916,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/11_elephant%E5%A4%A7%E8%B1%A1.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A53Z%2F-1%2F%2Fd8d760774dde9cace24a21b33417101607fa9395fc9b6e4b06580d8d34cde994
苍蝇,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/12_fly%E8%8B%8D%E8%9D%87.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A54Z%2F-1%2F%2F88db975e0b8064c8c40ec73d951baabafd5b123a948cdb83bdac4f61d4df6b91,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/12_fly%E8%8B%8D%E8%9D%87.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A54Z%2F-1%2F%2Ff3a81cc8438ac12b01d867ce3a772215817c8b8badef7c79293096488a4a3ef1
青蛙,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/13_frog%E9%9D%92%E8%9B%99.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A54Z%2F-1%2F%2F067c7ad408bbb7a137fc6437cb6969d4ec60852633d2d67cd0880c05b51cea68,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/13_frog%E9%9D%92%E8%9B%99.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A54Z%2F-1%2F%2Fb28afaa213609f5cfa75812da78df5dae15ada62f23c78d35b03994959db9d57
长颈鹿,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/14_giraffe%E9%95%BF%E9%A2%88%E9%B9%BF.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F2a596117aab90ab5edd48a0fe8a2db5ed4dfc4e0852cb9bc7b264730aa4316ee,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/14_giraffe%E9%95%BF%E9%A2%88%E9%B9%BF.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A54Z%2F-1%2F%2F5ad82f4b31ad6effa3298ace2e12a48fa1dda89d217125920eb19d550310ec2f
山羊,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/15_goat%E5%B1%B1%E7%BE%8A.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2Fcb113bde61abdd9a9919bfddb539e242cd5c0ab4f09e12ebb221c7a968b09fc4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/15_goat%E5%B1%B1%E7%BE%8A.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F4febb74d796d17d0c14dec9bda99f1f431616684538593fc1a5fb02339e32ff6
大猩猩,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/16_gorilla%E5%A4%A7%E7%8C%A9%E7%8C%A9.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F59be15ecbeff31674fc94b7e13ddf4827903da51ee7a5c1afe5e8f9471bae204,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/16_gorilla%E5%A4%A7%E7%8C%A9%E7%8C%A9.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F504168d2de1e4b8196f3061b5ab74bb74df4e23831dc0947e3993e2c1f3443ce
豚鼠,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/17_guineapig%E8%B1%9A%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F5a2fb047c0f843d17a280d2cbe768e294f1eed42a600140fa53c1ad7e8919a62,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/17_guineapig%E8%B1%9A%E9%BC%A0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F7c351cc16508f91ac087f0d52614846217c86195b7900355c5c05257090affc5
刺猬,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/18_hedgehog%E5%88%BA%E7%8C%AC.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F507884e9186f34fc1b2922715855007c8fb704377077d2c2d28c97b804277e93,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/18_hedgehog%E5%88%BA%E7%8C%AC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F9993d9a15d46e22a3ed43895c2dc39ad0bd87788aafe8dc9277c25792622b6c9
河马,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/19_hippo%E6%B2%B3%E9%A9%AC.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2Fd23d7acbedec72feb4872567bc2aee1189d765ae98b2f585b73537f19dc60783,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/19_hippo%E6%B2%B3%E9%A9%AC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2Fda2bb85a0dfbfb5212bdb32dee776628c51556853b48365b8630912c0b8877d3
马,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/20_house%E9%A9%AC.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F5e867b5d97915f57624818004c469c9ef242138c0f1b13d48768e3adde2d2f81,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/20_house%E9%A9%AC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F2414975e162c3a2d2443d1c46dfe839e883707f2071645e467658cb2a5940f1b
朱鹭,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/21_ibis%E6%9C%B1%E9%B9%AD.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A55Z%2F-1%2F%2F4d6438822f6e88fc1fbbfc7ce4b5d8869d100f6117642a4b2eae9ebf9f96c6cd,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/21_ibis%E6%9C%B1%E9%B9%AD.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2Fb91e73280d61fbd8b3ba308ef1847552c0b56fb6cb0de27b10071768ce5a78b9
豹,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/22_leopard%E8%B1%B9.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2Fdfd3a4fa050b95a6e51a93473cd7f8b7dd03fd1603daa06a8b67fd58c20cb9cf,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/22_leopard%E8%B1%B9.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2Fb05442e0cb8d43ac344c084e7e4b296954969e1f435923ca01372365f56d5508
狮子,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/23_lion%E7%8B%AE%E5%AD%90.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2Fa48bc6291f7daa577600c7409e288c1e5c93f7636c9423f99a2bd0a82c5503ad,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/23_lion%E7%8B%AE%E5%AD%90.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F2fe3099bea202ab4ab85e7a33db822e695d12fbcc3b14f830fbefaa41db19a85
猫鼬,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/24_meerkat%E7%8C%AB%E9%BC%AC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F5c764754f2cc68348698888ee6c4c0ef242eae022e9ad4c36e2b3c67d76c18aa,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/24_meerkat%E7%8C%AB%E9%BC%AC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A55Z%2F-1%2F%2F10f87fc55afd5674f1291bf5bb388d8a146ce19b98df9de97412fd9b59e9fdb8
鼹鼠,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/25_mole%E9%BC%B9%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F6a029a7094e5819a30f59127e789139f5a1f13dc8a0b0c6fdb73fb934b1ee2e5,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/25_mole%E9%BC%B9%E9%BC%A0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fbb4c88f19f2c377592731cdcc1d0619579e7b18d95438a0e390b61a0a84a3264
猩猩,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/26_orangutan%E7%8C%A9%E7%8C%A9.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F69450a15d210017e071977f5d445e04152af51e2cede6558da712c7c8ea1a5c4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/26_orangutan%E7%8C%A9%E7%8C%A9.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2F7711aa17b2bcb8eac09ca9a05ccc98eefe301a67cae2a2d3b1c375433e211e38
孔雀,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/27_peacock%E5%AD%94%E9%9B%80.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F87e7d1c196fad23edd76ef1d4b8b534fc43c56c30986d89fcf866d7845a72370,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/27_peacock%E5%AD%94%E9%9B%80.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2F21782d6cb8ef6fd29af65c74bc49252335844c3f84b70c9e0a8e408a1273775e
野鸡,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/28_pheasant%E9%87%8E%E9%B8%A1.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F441f33ece2225355b9e7e160c14b2912778c3a375a09ab872fdf73c485b56744,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/28_pheasant%E9%87%8E%E9%B8%A1.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fcaa34e50e4d4a64c9e4516772704f7b16c760efa1ca72f8a97075e65435f27ea
海雀,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/29_puffin%E6%B5%B7%E9%9B%80.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Faf313f8846a5cdf5f2ce802113d1feba5627d88cdcc0ef83dbd53f6da0efe580,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/29_puffin%E6%B5%B7%E9%9B%80.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fe727953beb56d9f6912c86e749b363af0b2a3410d0d8a1bdc9254101fd723cac
公鸡,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/30_rooster%E5%85%AC%E9%B8%A1.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F7db7793004e40cccaa921719437894f606d99da3e8de6086922363cae8df1d57,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/30_rooster%E5%85%AC%E9%B8%A1.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fcd0792c62da0e2e79b118916bc39dfb377e1ebc713ba789b271550a1ddf53380
绵羊,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/31_sheep%E7%BB%B5%E7%BE%8A.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F6c221d897cc704dcdd919a542e8493e3e6048245a81fc0a47dc23f7c0a70dd3b,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/31_sheep%E7%BB%B5%E7%BE%8A.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2F4af672ea5460265a417213ed33b7587f805d9c3da10e2d8bd73f0d6f102747c5
蛇,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/32_snake%E8%9B%87.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fb5486bf34ffada808b9486c4b6120f63f725f54b13897a7a6f1ff14a3ae40571,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/32_snake%E8%9B%87.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2F11e7af02089c3cf157cf4649bd4d739779b0f64736e18d7e11e3ac94e1d0f0bc
松鼠,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/33_squirrel%E6%9D%BE%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fe18d4ccb6dbe8721eb26236417daba30349f1e3e7dc56ba57d24c46c5a078522,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/33_squirrel%E6%9D%BE%E9%BC%A0.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2F4dd460284f1d31629e4e70609b1b5cf5df662c97d0b7deb874387e3f1a99c64c
天鹅,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/34_swan%E5%A4%A9%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F3143d7050710a2dde626e4a55e1e2ff8c41cfb18370d046dda545ac055fae935,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/34_swan%E5%A4%A9%E9%B9%85.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fa1dcefa5ea299ccacb68c448eea9ccdc596ec44b8d2d3d7b08c954e48adccbb7
黄蜂,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/35_wasp%E9%BB%84%E8%9C%82.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F12f853b8d31afec603edb9b810c362f5552c5bcadaddcae677bb6a4de1e83463,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/35_wasp%E9%BB%84%E8%9C%82.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A56Z%2F-1%2F%2Fd63130440ebcd9f1f2d90aeced5d47f03ec0f789925040422f3a3e670866c72a
啄木鸟,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/36_woodpecker%E5%95%84%E6%9C%A8%E9%B8%9F.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F6ebb6af2f6f740b7f94343fb7d1e6c2f55007cab87b61ce5f5a96329cd07452d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/36_woodpecker%E5%95%84%E6%9C%A8%E9%B8%9F.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2Fa6f81941d288438fd301ad79d839fd854512542b8aa2b5143dbedcb682a45a1d
斑马,,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/37_zebra%E6%96%91%E9%A9%AC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fd434107912073199dd3ee9bfc6246e8d624b07723414ab4f9af82e875d3c69dc,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/37_zebra%E6%96%91%E9%A9%AC.mp3?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-18T10%3A00%3A57Z%2F-1%2F%2Fe31327daa74d41ffbcef0eb4c4117fa0efeef150dbc87d45734bc2192654944f
