动物名称,动物简介,动物图片,动物声音
野鸡,野鸡又名雉鸡、七彩锦鸡、山鸡等，集肉用、观赏和药用于一身的名贵野味珍禽,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/28_pheasant%E9%87%8E%E9%B8%A1.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F441f33ece2225355b9e7e160c14b2912778c3a375a09ab872fdf73c485b56744,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/28_pheasant%E9%87%8E%E9%B8%A1.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A43Z%2F-1%2F%2F09b4a1f05ce6c103349466c21325281ecf2dc726529445e40cca56d03aafb771
海雀,海雀是鸟纲鸥形目海雀科鸟类的通称，是典型的海鸟，体羽黑白色。中国有3种：扁嘴海雀，角嘴海雀，斑海雀。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/29_puffin%E6%B5%B7%E9%9B%80.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Faf313f8846a5cdf5f2ce802113d1feba5627d88cdcc0ef83dbd53f6da0efe580,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/29_puffin%E6%B5%B7%E9%9B%80.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A43Z%2F-1%2F%2F8f24921860474f65fe3d699a45afd4d3349095464b32a395d95b8d86a3ce41f1
公鸡,公鸡，家禽，品种很多，翅膀短，不能高飞；啼能报晓。公鸡是法国的国鸟 ，原因是由于它那英勇、顽强、好斗的性格。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/30_rooster%E5%85%AC%E9%B8%A1.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F7db7793004e40cccaa921719437894f606d99da3e8de6086922363cae8df1d57,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/30_rooster%E5%85%AC%E9%B8%A1.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A46Z%2F-1%2F%2Fd2b5aa719ad711b11e56d861ec7a885a364c51c8ba2e68236e2332db6b28a83c
绵羊,羊的一种，公羊多有螺旋状大角，母羊角细小或无角，口吻长，四肢短，趾有蹄，尾肥大，毛白色，长而卷曲。性温顺。变种很多，有灰黑等颜色。毛是纺织品的重要原料，皮可制革。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/31_sheep%E7%BB%B5%E7%BE%8A.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A56Z%2F-1%2F%2F6c221d897cc704dcdd919a542e8493e3e6048245a81fc0a47dc23f7c0a70dd3b,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/31_sheep%E7%BB%B5%E7%BE%8A.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A44Z%2F-1%2F%2F9f1d64ad73986056e3bcaeeff0f7d72198b4502d1d389b6b9ce798ffd86bf495
蛇,爬行动物，身体圆而细长，有鳞，没有四肢。种类很多，有的有毒。吃青蛙等小动物，大蛇也能吞食大的兽类。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/32_snake%E8%9B%87.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fb5486bf34ffada808b9486c4b6120f63f725f54b13897a7a6f1ff14a3ae40571,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/32_snake%E8%9B%87.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A45Z%2F-1%2F%2F94183305414369c8b398dba3f62e696b87ba0799645df1f9445a0654b1b1e637
松鼠,哺乳动物。外形略像鼠，比鼠大，尾蓬松而特别长大，善跳跃。生活在松林中，食干果、浆果和嫩叶等。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/33_squirrel%E6%9D%BE%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fe18d4ccb6dbe8721eb26236417daba30349f1e3e7dc56ba57d24c46c5a078522,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/33_squirrel%E6%9D%BE%E9%BC%A0.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A46Z%2F-1%2F%2F16ca5e9219b3633bb69743ddda64dea1d809c92fbd2abb3ab7231c07ea297090
天鹅,鸟，外形像鹅而较大，全身白色，脚和尾都短，脚黑色，有蹼。生活在湖边或沼泽地带，善飞，吃植物、昆虫等。种类较多，如大天鹅、小天鹅、疣鼻天鹅。也叫鹄。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/34_swan%E5%A4%A9%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F3143d7050710a2dde626e4a55e1e2ff8c41cfb18370d046dda545ac055fae935,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/34_swan%E5%A4%A9%E9%B9%85.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A46Z%2F-1%2F%2Fd458cf654ada79148c5d431aa0f1687db96bdd3952dbf856d4ac0bd8c2ae6d3d
黄蜂,许多有翅的膜翅目昆虫的一种，通常有一个细长、光滑的身体，靠一个细柄与腹部相连，有发育完整的翅，嚼吸式口器，,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/35_wasp%E9%BB%84%E8%9C%82.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F12f853b8d31afec603edb9b810c362f5552c5bcadaddcae677bb6a4de1e83463,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/35_wasp%E9%BB%84%E8%9C%82.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A47Z%2F-1%2F%2F0c614a43b6408620c77432350a252c7736063fd2d811711708f243a385d597c3
啄木鸟,鸟，脚短，趾端有锐利的爪，善于攀缘树木，嘴尖而直，能啄开木头，用细长而尖端有钩的舌头捕食树洞里的虫，尾羽粗硬，啄木时支撑身体。是益鸟。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/36_woodpecker%E5%95%84%E6%9C%A8%E9%B8%9F.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F6ebb6af2f6f740b7f94343fb7d1e6c2f55007cab87b61ce5f5a96329cd07452d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/36_woodpecker%E5%95%84%E6%9C%A8%E9%B8%9F.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A47Z%2F-1%2F%2Fd786401df51acc8ca54c80d3e3a304f74fac61e174a1a90f43302b3f5e82ff28
斑马,哺乳动物，形状像马，全身的毛淡黄色和黑色条纹相间，听觉灵敏。产在非洲，是珍贵的观赏动物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/37_zebra%E6%96%91%E9%A9%AC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fd434107912073199dd3ee9bfc6246e8d624b07723414ab4f9af82e875d3c69dc,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/37_zebra%E6%96%91%E9%A9%AC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A48Z%2F-1%2F%2Fba065734dbe59b8d4b27f7aa8665f08933bfb400006407c9dadd4abe86c5cf74
牦牛,牛的一种，全身有长毛，黑褐色、棕色或白色，腿短。是我国青藏高原地区的主要力畜。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/38_Yak%E7%89%A6%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F21104bfadc6de70b2f705af8c0d618ccf9aef4630b41362bda950db7a62d0cac,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/38_Yak%E7%89%A6%E7%89%9B.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A49Z%2F-1%2F%2Fb548107cf14ba0468bb98d68273d5150b8ad217dd6ce14075e2c1e9c9b702c40
小鸡,小鸡就是鸡的幼崽，从鸡蛋中孵化。小鸡吃饲料及青菜、小虫、碎米成长。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/39_chicks%E5%B0%8F%E9%B8%A1.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2F555941a3f2ff3049cdb6bc64e5ab5827d292ca67f4c6dcb84b8ab969665668aa,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/39_chicks%E5%B0%8F%E9%B8%A1.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A49Z%2F-1%2F%2Fe9804416e1a8fbd8dc4b6c9ed63338c0ce0faaf36c173e38379708fbc29c3727
母鸡,母鸡，一种家禽，头小，眼椭圆，嘴尖且硬，毛多而密又长，故又名圆毛母鸡，开食迟，采食慢,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fc241827652926a5ffcc0678feeb2b33915af169a85cfee6b3b49bf1cf9105dc9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/40_hen%E6%AF%8D%E9%B8%A1.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A49Z%2F-1%2F%2Fadbe18a3bb12453af64037c9982cfd610b7b1a30f577d8ffcbf98f372a469aa6
鹅,家禽，羽毛白色或灰色，额部有橙黄色或黑褐色肉质突起，雄的突起较大。颈长，嘴扁而阔，脚有蹼，能游泳，耐寒，吃青草、谷物、蔬菜、鱼虾等。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A57Z%2F-1%2F%2Fc241827652926a5ffcc0678feeb2b33915af169a85cfee6b3b49bf1cf9105dc9,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/41_geese%E9%B9%85.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A49Z%2F-1%2F%2F063cffe18cb8a395a976151701329d24ea118b8791758eb8084911f6e1cd73e1
驴,哺乳动物，驴的形象似马，多为灰褐色，不威武雄壮，它的头大耳长，胸部稍窄，四肢瘦弱，躯干较短，因而体高和身长大体相等，呈正方型。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/42_donkey%E9%A9%B4.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F11c66dfd517ac960e8c81b10612919f9efe3a22a67269e78b3a60af5391a9ccf,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/42_donkey%E9%A9%B4.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A54Z%2F-1%2F%2F3478709a07d34a52152c5b2c48f853cae76771194a7ceaa0a9a343df14c872ff
老鼠,老鼠是哺乳纲、啮齿目、鼠科的啮齿类动物，俗称“耗子”，是哺乳动物中繁殖最快、生存能力很强的动物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/43_mouse%E8%80%81%E9%BC%A0.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F9a8fdc3f65a8b825eac522564cbd0643609152c52a9fb0de11384e37b907cc5a,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/43_mouse%E8%80%81%E9%BC%A0.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A50Z%2F-1%2F%2Fead36b833f4bd8999c1a530d6ddcaab6b1e62162859897d8613d8f192bffe206
兔子,哺乳动物，头部略像鼠，耳大，上唇中间分裂，尾短而向上翘，前肢比后肢短，善于跳跃，跑得很快。有家兔和野兔等。肉可以吃，毛可供纺织，毛皮可以制衣物。通称兔子。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/44_Rabbit%E5%85%94%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fcf50c2c892bada2a2573ae2f53f58c2c2ea8b56cacb91ad3e854f67aa33b04de,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/44_Rabbit%E5%85%94%E5%AD%90.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A52Z%2F-1%2F%2F64c34d0615ce4770a65b04a896014304f74db1c135d275e3bfdba62e0743be6d
鸽子,鸟，翅膀大，善于飞行，品种很多，羽毛有白色、灰色、酱紫色等，以谷类植物的种子为食物，有的可以用来传递书信。 常用作和平的象征。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/45_pigeon%E9%B8%BD%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fb1ab1f08362cd748596c5a2e406ecc90a9a8f120bdfa29dddb805efe0dc186dd,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/45_pigeon%E9%B8%BD%E5%AD%90.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A53Z%2F-1%2F%2Fc98d75c36614c18ac4f281c5b1d302ec26ef15ad378d2cffaff278dca8668148
蟾蜍,两栖动物，身体表面有许多疙瘩，内有毒腺，能分泌黏液，吃昆虫、蜗牛等小动物，对农业有益。通称癞蛤蟆或疥蛤蟆。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/46_toad%E8%9F%BE%E8%9C%8D.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F6340dc964676283f8449ac1a262bafc3b2d869952298494b2bc7d89b71ec8fb4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/46_toad%E8%9F%BE%E8%9C%8D.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A55Z%2F-1%2F%2F7293ad3e1a77bfd3465d8182b5c6ed281748b75d6d193c0cdf3d571ac564c826
壁虎,爬行动物，身体扁平，四肢短，趾端扩展，有黏附能力，能在壁上爬行。 吃蚊、蝇、蛾等小昆虫，对人类有益。也叫蝎虎。旧称守宫。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/47_walllizard%E5%A3%81%E8%99%8E.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2Fb0662085329f9c221229e6ce2d9ee3082910c6abd4efc9fd56cc5babb341ff29,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/47_walllizard%E5%A3%81%E8%99%8E.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A54Z%2F-1%2F%2F596898939373868bc30364d4072c0224146c2dc4301bda5bc5377cfa8633be2d
麻雀,鸟，头圆，尾短，嘴呈圆锥状，头顶和颈部栗褐色，背面褐色，杂有黑褐色斑点，尾羽暗褐色，翅膀短小，不能远飞，善于跳跃，啄食谷粒和昆虫。有的地区叫家雀儿。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/48_sparrow%E9%BA%BB%E9%9B%80.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F31e589d3b073a6a2e9e3fd3f7f77bcef8818df8b1fa38207f17e6b45e2af6a3d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/48_sparrow%E9%BA%BB%E9%9B%80.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A55Z%2F-1%2F%2F25754245eaf567f91ad069fad47ea0ed87eaabb945bc46588eff00335de0a78a
老虎,虎是种高度进化的猎食动物，庞大的体型与有力肌肉，白色到橘红色的毛皮上有黑色垂直的条纹。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/50_tiger%E8%80%81%E8%99%8E.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A20%3A58Z%2F-1%2F%2F0c3d320f1ed1ce2f3062732916c1cf479a72e5470769207b4b4ee6b73c711653,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/50_tiger%E8%80%81%E8%99%8E.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A29%3A56Z%2F-1%2F%2F1aea1eb6db21a88cd2c442222d235cd29f41761852796e1992df24188eceefa1
猴子,哺乳动物，种类很多，外形略像人，身上有毛，多为灰色或褐色，有尾巴，行动灵活，好群居，口腔有储存食物的颊囊，吃果实、野菜、鸟卵和昆虫等。通称猴子。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/51_Monkey%E7%8C%B4%E5%AD%90.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2Fcf5230d272f2e29b135787e65057c755be00952ad4975de8c7acc3f36e3ce054,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/51_Monkey%E7%8C%B4%E5%AD%90.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A14Z%2F-1%2F%2Fdfcc89b963310c1ad25f4456ddd3dd34a2273021428475aabad45f5356e5f520
骆驼,哺乳动物，反刍类，身体高大，头小颈长，背上有驼峰，蹄扁平，蹄底有肉质的垫，适于在沙漠中行走。有双重眼睑，不怕风沙。有高度耐饥渴的能力。嗅觉灵敏，能嗅出远处的水源，又能预感大风的到来。供骑乘或运货，是沙漠地区主要的力畜。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/52_camel%E9%AA%86%E9%A9%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2F2770ebd1bc6ef33517bf24c92cbdece0e8813363a75c7482fa8de7fa87f899a4,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/52_camel%E9%AA%86%E9%A9%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A08Z%2F-1%2F%2F8ac09f65a203c60a543e7e5fd76e33b6408b5bdee93b51f0479e6cb5ef89a01d
狼,哺乳动物，外形像狗，面部长，耳朵直立，毛黄色或灰褐色，尾巴向下垂。昼伏夜出，冬天常聚集成群，性凶暴，吃野生动物和家畜等，有时也伤害人。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/53_wolf%E7%8B%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A15Z%2F-1%2F%2Fa16e3ddf175e7ea10c0c28e170c1aa426273fe73cb67e02051d8f1f6b250290d,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/53_wolf%E7%8B%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A08Z%2F-1%2F%2F1f34cd12e73bdd2fd27b04c6fd5c1048830651b4c81d988b3f411a2df4518e77
犀牛,哺乳动物，外形略像牛，颈短，四肢粗大，鼻子上有一个或两个角。皮粗而厚，微黑色，没有毛。生活于亚洲和非洲的热带森林里，吃植物。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/54_rhino%E7%8A%80%E7%89%9B.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F7d702a259e0d643c895383beb72279947514021362066f74e887a30b2e955705,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/54_rhino%E7%8A%80%E7%89%9B.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A09Z%2F-1%2F%2F19bdda0515504cedf30c1cfcd65c8d5bfc6270a7b69dbcae2da254d229974ae4
鳄龟,鳄龟，是现存最古老的爬行动物，世界最大的淡水龟之一、有淡水动物王者之称，分为两大种类，俗称大鳄与小鳄。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/55_crocodile%E9%B3%84%E9%B1%BC.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2Fcb341767bcc3e002be454a570d8e0b0fc13f79f0c8744c3f515553328051d37a,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/55_crocodile%E9%B3%84%E9%B1%BC.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A09Z%2F-1%2F%2F39ac5caa4074dea90be72b53a0b5ecab1e183168a0e3fdea0a7cd4cbdc407ab8
鬣狗,哺乳动物，外形略像狗，颈后有长鬣毛，头比狗的头短而圆，额部宽，尾巴短，前腿长，后腿短，毛棕黄色或棕褐色，有许多不规则的黑褐色斑点。多生活在热带或亚热带地区，吃兽类尸体腐烂的肉。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/56_Hyena%E9%AC%A3%E7%8B%97.jpg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F37eddf7bf4bd4c540b85fb57da86e42226f6994f9ba0de8739f4abd30995020b,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/56_Hyena%E9%AC%A3%E7%8B%97.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A10Z%2F-1%2F%2F7593ff04bbd356c441ccd380633b3027f5f0691a6446b46d020baca4c5d199eb
眼镜蛇,爬行动物。毒蛇的一种。颈部很粗，上面有一对白边黑心的环状斑纹，像一副眼镜。激怒时前半身竖起，颈部膨大。毒性很强。捕食鳝鱼、蛙类、鼠类、其他蛇类和小鸟等。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/57_cobra%E7%9C%BC%E9%95%9C%E8%9B%87.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F2fda470df85c17809612b99c3c0274adddcc17995fc41fcaa86834702c0c87d0,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/57_cobra%E7%9C%BC%E9%95%9C%E8%9B%87.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A11Z%2F-1%2F%2Ffc4fcae303b90b35e806ec4ad010304b651f488fc839f52ff9f9db7c92596271
响尾蛇,爬行动物。 毒蛇的一种。长约2米。体呈绿黄色，具菱形黑褐色斑。尾端有角质环，剧动时能发声，故名。分布于北美洲。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/58_rattlesnake%E5%93%8D%E5%B0%BE%E8%9B%87.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F4c434806ebc789c79325a50def2659038489050c67de06956efe588d20d308ee,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/58_rattlesnake%E5%93%8D%E5%B0%BE%E8%9B%87.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A12Z%2F-1%2F%2Ff148d63809bbac88943d9da0edd319eaa32a39e3277db4f75452592d46698b10
狐狸,哺乳动物，外形略像狼，面部较长，耳朵三角形，尾巴长，毛通常赤黄色。性狡猾多疑，昼伏夜出，吃野鼠、鸟类、家禽等。常见的有赤狐和沙狐。,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/59_Fox%E7%8B%90%E7%8B%B8.jpeg?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-09-29T09%3A21%3A16Z%2F-1%2F%2F4ca7016e0d15bae8fe3811be0edd2d32274dc2337f1ff8b49acca3dce5aa1918,http://dbp-resource.gz.bcebos.com/3b759ccf-2686-803d-bd94-d7847a94fbda/59_Fox%E7%8B%90%E7%8B%B8.wav?authorization=bce-auth-v1%2Fa4d81bbd930c41e6857b989362415714%2F2018-11-05T12%3A31%3A12Z%2F-1%2F%2F7cc78f90b78bbb83c93ab32a0aef6bd013ce4f5784cf11050d862b5afb6d25c6
